minimum,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
598.2296,True,1,ef2faca0,2024-09-14_21-22-09,1726348929,5943.694594144821,5943.694594144821,623119,06a60916a667,172.18.0.2,5943.694594144821,1,
625.859,True,1,57e621bf,2024-09-14_20-46-09,1726346769,11132.336699962616,11132.336699962616,19625,06a60916a667,172.18.0.2,11132.336699962616,1,
595.3922,True,1,645e44f0,2024-09-14_19-53-07,1726343587,7983.213840723038,7983.213840723038,7843,06a60916a667,172.18.0.2,7983.213840723038,1,
548.6027999999999,True,1,c2bc2b91,2024-09-14_19-42-57,1726342977,7133.503124952316,7133.503124952316,218736,06a60916a667,172.18.0.2,7133.503124952316,1,
490.6127000000001,True,1,b3f23121,2024-09-14_20-40-18,1726346418,10811.975199699402,10811.975199699402,9026,06a60916a667,172.18.0.2,10811.975199699402,1,
499.9244,True,1,dfe684db,2024-09-14_19-22-51,1726341771,6097.281229019165,6097.281229019165,53099,06a60916a667,172.18.0.2,6097.281229019165,1,
534.1941999999999,True,1,8f87096d,2024-09-14_20-23-14,1726345394,4651.003523349762,4651.003523349762,500652,06a60916a667,172.18.0.2,4651.003523349762,1,
538.8833,True,1,f52de963,2024-09-14_19-43-38,1726343018,7179.4374623298645,7179.4374623298645,211709,06a60916a667,172.18.0.2,7179.4374623298645,1,
597.1928999999999,True,1,638544f4,2024-09-14_20-15-43,1726344943,4769.376191616058,4769.376191616058,448738,06a60916a667,172.18.0.2,4769.376191616058,1,
537.7007900000001,True,1,416e6e21,2024-09-14_20-15-55,1726344955,9229.760182142258,9229.760182142258,103258,06a60916a667,172.18.0.2,9229.760182142258,1,
545.7697999999999,True,1,e942c40d,2024-09-14_20-20-38,1726345238,9423.131209850311,9423.131209850311,187701,06a60916a667,172.18.0.2,9423.131209850311,1,
9e+99,True,1,39344b3b,2024-09-14_17-53-31,1726336411,647.0753967761993,647.0753967761993,139471,06a60916a667,172.18.0.2,647.0753967761993,1,
531.9877759999999,True,1,4dd0363a,2024-09-14_21-08-31,1726348111,5381.800046682358,5381.800046682358,602477,06a60916a667,172.18.0.2,5381.800046682358,1,
609.7032,True,1,4319a31b,2024-09-14_21-25-50,1726349150,5550.231133937836,5550.231133937836,653916,06a60916a667,172.18.0.2,5550.231133937836,1,
565.7087,True,1,08e23ec5,2024-09-14_19-56-02,1726343762,8162.163234949112,8162.163234949112,6666,06a60916a667,172.18.0.2,8162.163234949112,1,
564.8724,True,1,988c0a8a,2024-09-14_20-17-12,1726345032,4351.869650602341,4351.869650602341,496223,06a60916a667,172.18.0.2,4351.869650602341,1,
505.0516,True,1,4e26db71,2024-09-14_19-43-17,1726342997,7228.171613931656,7228.171613931656,143256,06a60916a667,172.18.0.2,7228.171613931656,1,
9e+99,True,1,6ae44d42,2024-09-14_18-39-16,1726339156,515.4869892597198,515.4869892597198,425040,06a60916a667,172.18.0.2,515.4869892597198,1,
586.5722,True,1,49598b8c,2024-09-14_19-19-27,1726341567,5877.930812597275,5877.930812597275,69070,06a60916a667,172.18.0.2,5877.930812597275,1,
548.8346,True,1,c4e7f77e,2024-09-14_20-15-13,1726344913,3552.0513093471527,3552.0513093471527,533892,06a60916a667,172.18.0.2,3552.0513093471527,1,
542.81659,True,1,dbb8f5e8,2024-09-14_20-25-52,1726345552,9957.71599149704,9957.71599149704,4315,06a60916a667,172.18.0.2,9957.71599149704,1,
9e+99,True,1,eff1ac1b,2024-09-14_18-21-05,1726338065,1003.8276164531708,1003.8276164531708,406461,06a60916a667,172.18.0.2,1003.8276164531708,1,
557.70331,True,1,b408655c,2024-09-14_20-24-22,1726345462,4823.136379480362,4823.136379480362,491047,06a60916a667,172.18.0.2,4823.136379480362,1,
617.5845,True,1,8a1d2fdd,2024-09-14_19-37-47,1726342667,6868.686171770096,6868.686171770096,170557,06a60916a667,172.18.0.2,6868.686171770096,1,
683.621,True,1,da01b9c6,2024-09-14_21-24-24,1726349064,6060.02755856514,6060.02755856514,625773,06a60916a667,172.18.0.2,6060.02755856514,1,
538.1631,True,1,508c7dbe,2024-09-14_20-10-56,1726344656,9016.109584093094,9016.109584093094,20803,06a60916a667,172.18.0.2,9016.109584093094,1,
564.3072,True,1,e71a0296,2024-09-14_19-37-31,1726342651,6939.745674610138,6939.745674610138,91233,06a60916a667,172.18.0.2,6939.745674610138,1,
620.8829,True,1,b0637ea0,2024-09-14_20-57-13,1726347433,9992.418887138369,9992.418887138369,412089,06a60916a667,172.18.0.2,9992.418887138369,1,
619.4076,True,1,8ec857e6,2024-09-14_20-24-33,1726345473,9618.068592786787,9618.068592786787,231494,06a60916a667,172.18.0.2,9618.068592786787,1,
572.6717000000001,True,1,b46915ef,2024-09-14_20-55-38,1726347338,11644.9326171875,11644.9326171875,73029,06a60916a667,172.18.0.2,11644.9326171875,1,
602.0118,True,1,e5454c4c,2024-09-14_20-41-05,1726346465,6309.64767241478,6309.64767241478,446541,06a60916a667,172.18.0.2,6309.64767241478,1,
556.6097,True,1,43363dfc,2024-09-14_18-56-06,1726340166,4362.2542181015015,4362.2542181015015,175731,06a60916a667,172.18.0.2,4362.2542181015015,1,
574.1284999999999,True,1,e9d7b93f,2024-09-14_19-25-44,1726341944,6266.968232631683,6266.968232631683,57980,06a60916a667,172.18.0.2,6266.968232631683,1,
561.29605,True,1,de44fe3c,2024-09-14_20-47-05,1726346825,11095.257323741913,11095.257323741913,107342,06a60916a667,172.18.0.2,11095.257323741913,1,
9e+99,True,1,ce25736e,2024-09-14_18-51-41,1726339901,735.4693417549133,735.4693417549133,430668,06a60916a667,172.18.0.2,735.4693417549133,1,
9e+99,True,1,f05ba5bc,2024-09-14_17-49-40,1726336180,546.7729253768921,546.7729253768921,18446,06a60916a667,172.18.0.2,546.7729253768921,1,
605.0003999999999,True,1,ca673f33,2024-09-14_18-59-45,1726340385,4720.95428943634,4720.95428943634,41322,06a60916a667,172.18.0.2,4720.95428943634,1,
9e+99,True,1,e9639ade,2024-09-14_19-05-36,1726340736,827.6712307929993,827.6712307929993,436296,06a60916a667,172.18.0.2,827.6712307929993,1,
587.5379,True,1,771997f8,2024-09-14_19-55-30,1726343730,8032.7488849163055,8032.7488849163055,78800,06a60916a667,172.18.0.2,8032.7488849163055,1,
543.2069,True,1,54b0fe43,2024-09-14_20-08-51,1726344531,4138.827883005142,4138.827883005142,471058,06a60916a667,172.18.0.2,4138.827883005142,1,
9e+99,True,1,47e665a0,2024-09-14_18-30-31,1726338631,558.0707983970642,558.0707983970642,419412,06a60916a667,172.18.0.2,558.0707983970642,1,
600.4993000000001,True,1,d88beab5,2024-09-14_20-55-34,1726347334,5024.114591598511,5024.114591598511,578451,06a60916a667,172.18.0.2,5024.114591598511,1,
555.3278,True,1,c7206f0b,2024-09-14_19-11-04,1726341064,5343.29318356514,5343.29318356514,98984,06a60916a667,172.18.0.2,5343.29318356514,1,
623.9954,True,1,cea9d3ef,2024-09-14_19-52-22,1726343542,7798.413063764572,7798.413063764572,122547,06a60916a667,172.18.0.2,7798.413063764572,1,
577.593,True,1,a87477c2,2024-09-14_18-57-32,1726340252,4513.060368537903,4513.060368537903,117151,06a60916a667,172.18.0.2,4513.060368537903,1,
523.1997,True,1,e3a114a5,2024-09-14_20-55-58,1726347358,11748.138068199158,11748.138068199158,10202,06a60916a667,172.18.0.2,11748.138068199158,1,
553.7689,True,1,5635b95b,2024-09-14_21-06-45,1726348005,12180.296392679214,12180.296392679214,196165,06a60916a667,172.18.0.2,12180.296392679214,1,
581.50571,True,1,5a554b56,2024-09-14_20-58-48,1726347528,11857.533616304398,11857.533616304398,49591,06a60916a667,172.18.0.2,11857.533616304398,1,
536.20532,True,1,d0cc1e12,2024-09-14_20-05-30,1726344330,8520.677068710327,8520.677068710327,179632,06a60916a667,172.18.0.2,8520.677068710327,1,
520.6491000000001,True,1,ca03361b,2024-09-14_19-04-34,1726340674,5020.791645288467,5020.791645288467,30813,06a60916a667,172.18.0.2,5020.791645288467,1,
616.8693000000001,True,1,511b5910,2024-09-14_20-56-25,1726347385,11735.76948404312,11735.76948404312,26962,06a60916a667,172.18.0.2,11735.76948404312,1,
550.6326,True,1,c740580d,2024-09-14_20-56-42,1726347402,11778.53205037117,11778.53205037117,14914,06a60916a667,172.18.0.2,11778.53205037117,1,
585.95777,True,1,79b23b1d,2024-09-14_21-44-43,1726350283,14462.893596410751,14462.893596410751,193640,06a60916a667,172.18.0.2,14462.893596410751,1,
576.9254,True,1,74b5a1c0,2024-09-14_20-22-53,1726345373,5114.322731494904,5114.322731494904,455875,06a60916a667,172.18.0.2,5114.322731494904,1,
581.9419,True,1,afca2853,2024-09-14_18-55-48,1726340148,4550.471729516983,4550.471729516983,5490,06a60916a667,172.18.0.2,4550.471729516983,1,
588.1889,True,1,284d8ef9,2024-09-14_19-59-35,1726343975,8226.194144487381,8226.194144487381,126288,06a60916a667,172.18.0.2,8226.194144487381,1,
588.1634,True,1,97531882,2024-09-14_20-41-54,1726346514,4939.638781309128,4939.638781309128,542964,06a60916a667,172.18.0.2,4939.638781309128,1,
518.0371,True,1,0b82299f,2024-09-14_19-54-04,1726343644,7860.792187929153,7860.792187929153,156452,06a60916a667,172.18.0.2,7860.792187929153,1,
570.0026,True,1,1d7ba9e4,2024-09-14_20-33-20,1726346000,10383.515555381777,10383.515555381777,12555,06a60916a667,172.18.0.2,10383.515555381777,1,
545.1715999999999,True,1,fef58bce,2024-09-14_19-13-44,1726341224,5594.388371706009,5594.388371706009,17272,06a60916a667,172.18.0.2,5594.388371706009,1,
557.6201,True,1,6ec4a18c,2024-09-14_20-32-01,1726345921,4851.664225578308,4851.664225578308,519669,06a60916a667,172.18.0.2,4851.664225578308,1,
548.4509999999999,True,1,87d6888f,2024-09-14_20-51-47,1726347107,4431.690135717392,4431.690135717392,599016,06a60916a667,172.18.0.2,4431.690135717392,1,
533.2744,True,1,a5170507,2024-09-14_20-58-43,1726347523,5068.594371557236,5068.594371557236,585330,06a60916a667,172.18.0.2,5068.594371557236,1,
9e+99,True,1,4eab8fd9,2024-09-14_17-59-10,1726336750,563.0024330615997,563.0024330615997,375480,06a60916a667,172.18.0.2,563.0024330615997,1,
547.501925,True,1,df63bc33,2024-09-14_20-53-00,1726347180,3587.671608448029,3587.671608448029,653092,06a60916a667,172.18.0.2,3587.671608448029,1,
546.73577,True,1,3edbc60e,2024-09-14_20-44-26,1726346666,4888.691780328751,4888.691780328751,552727,06a60916a667,172.18.0.2,4888.691780328751,1,
559.3286,True,1,bdae9be8,2024-09-14_20-54-32,1726347272,11629.334028959274,11629.334028959274,22066,06a60916a667,172.18.0.2,11629.334028959274,1,
548.43459,True,1,4.3649e+96,2024-09-14_21-06-11,1726347971,4420.326066493988,4420.326066493988,649419,06a60916a667,172.18.0.2,4420.326066493988,1,
516.7469000000001,True,1,2aeac9d5,2024-09-14_19-38-43,1726342723,7020.98041343689,7020.98041343689,81631,06a60916a667,172.18.0.2,7020.98041343689,1,
571.091,True,1,3983c714,2024-09-14_20-58-56,1726347536,4877.851895093918,4877.851895093918,596432,06a60916a667,172.18.0.2,4877.851895093918,1,
575.8121,True,1,ca06730b,2024-09-14_20-54-58,1726347298,5347.19676566124,5347.19676566124,560820,06a60916a667,172.18.0.2,5347.19676566124,1,
580.6172999999999,True,1,f15c806c,2024-09-14_20-09-59,1726344599,8972.376859426498,8972.376859426498,16090,06a60916a667,172.18.0.2,8972.376859426498,1,
547.99999,True,1,a8f04bb6,2024-09-14_20-08-06,1726344486,3906.411381006241,3906.411381006241,486875,06a60916a667,172.18.0.2,3906.411381006241,1,
526.0635,True,1,ae180fc1,2024-09-14_21-49-30,1726350570,14836.029029607773,14836.029029607773,112387,06a60916a667,172.18.0.2,14836.029029607773,1,
9e+99,True,1,9c37c603,2024-09-14_18-10-33,1726337433,676.1186938285828,676.1186938285828,400976,06a60916a667,172.18.0.2,676.1186938285828,1,
539.99582,True,1,ba6abbeb,2024-09-14_19-31-42,1726342302,6616.715584039688,6616.715584039688,65749,06a60916a667,172.18.0.2,6616.715584039688,1,
538.6278,True,1,c7393e08,2024-09-14_21-07-21,1726348041,5959.146621227264,5959.146621227264,567225,06a60916a667,172.18.0.2,5959.146621227264,1,
9e+99,True,1,2f7291d7,2024-09-14_18-04-14,1726337054,635.131911277771,635.131911277771,392035,06a60916a667,172.18.0.2,635.131911277771,1,
518.6853,True,1,2cebd96f,2024-09-14_21-31-11,1726349471,13712.487534284592,13712.487534284592,133465,06a60916a667,172.18.0.2,13712.487534284592,1,
520.693,True,1,ac35a823,2024-09-14_20-01-52,1726344112,8358.008838653564,8358.008838653564,129705,06a60916a667,172.18.0.2,8358.008838653564,1,
563.6496,True,1,d437c080,2024-09-14_20-48-47,1726346927,5696.186096191406,5696.186096191406,526540,06a60916a667,172.18.0.2,5696.186096191406,1,
560.7604,True,1,34f045c0,2024-09-14_21-24-23,1726349063,13213.443727016447,13213.443727016447,225511,06a60916a667,172.18.0.2,13213.443727016447,1,
590.62635,True,1,53d34f35,2024-09-14_21-02-53,1726347773,11985.079015731812,11985.079015731812,160104,06a60916a667,172.18.0.2,11985.079015731812,1,
526.3960709999999,True,1,537219f7,2024-09-14_19-27-54,1726342074,6407.462476968765,6407.462476968765,45269,06a60916a667,172.18.0.2,6407.462476968765,1,
587.0428,True,1,67382de9,2024-09-14_20-29-17,1726345757,9978.464846611025,9978.464846611025,154155,06a60916a667,172.18.0.2,9978.464846611025,1,
572.1534999999999,True,1,325cdef7,2024-09-14_19-15-54,1726341354,5696.964040756226,5696.964040756226,34962,06a60916a667,172.18.0.2,5696.964040756226,1,
9e+99,True,1,138e6c82,2024-09-14_19-53-12,1726343592,568.0006551742554,568.0006551742554,628685,06a60916a667,172.18.0.2,568.0006551742554,1,
635.7825,True,1,d340981b,2024-09-14_20-22-50,1726345370,5141.670996427536,5141.670996427536,451706,06a60916a667,172.18.0.2,5141.670996427536,1,
555.7929,True,1,99726d07,2024-09-14_20-28-44,1726345724,9894.984372615814,9894.984372615814,200656,06a60916a667,172.18.0.2,9894.984372615814,1,
586.5519,True,1,98ea85a8,2024-09-14_19-03-52,1726340632,4857.459966659546,4857.459966659546,149534,06a60916a667,172.18.0.2,4857.459966659546,1,
551.4353000000001,True,1,73418995,2024-09-14_20-51-18,1726347078,11487.455802202225,11487.455802202225,2644,06a60916a667,172.18.0.2,11487.455802202225,1,
574.3776,True,1,dc5b2e09,2024-09-14_18-57-02,1726340222,4608.3625831604,4608.3625831604,11379,06a60916a667,172.18.0.2,4608.3625831604,1,
597.9507,True,1,2c04fada,2024-09-14_19-02-53,1726340573,4927.100044727325,4927.100044727325,24399,06a60916a667,172.18.0.2,4927.100044727325,1,
538.7095999999999,True,1,71f1c78b,2024-09-14_21-16-02,1726348562,12902.152582406998,12902.152582406998,37694,06a60916a667,172.18.0.2,12902.152582406998,1,
592.1578999999999,True,1,c494f321,2024-09-14_19-57-56,1726343876,8041.561568498611,8041.561568498611,206080,06a60916a667,172.18.0.2,8041.561568498611,1,
571.2332,True,1,abacc4af,2024-09-14_19-34-07,1726342447,6731.7008509635925,6731.7008509635925,93882,06a60916a667,172.18.0.2,6731.7008509635925,1,
536.8405,True,1,f00c4b71,2024-09-14_21-04-46,1726347886,12179.734835624697,12179.734835624697,86323,06a60916a667,172.18.0.2,12179.734835624697,1,
