minimum,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
72534.39000000001,True,1,7c9635dc,2024-09-18_06-00-08,1726639208,3834.21083688736,3834.21083688736,263199,2cd7872e5e94,172.18.0.2,3834.21083688736,1
66906.94,True,1,912d97db,2024-09-18_05-06-34,1726635994,4166.50775551796,4166.50775551796,18440,2cd7872e5e94,172.18.0.2,4166.50775551796,1
59054.63999999999,True,1,b653b43a,2024-09-18_07-12-59,1726643579,3402.810863733292,3402.810863733292,599356,2cd7872e5e94,172.18.0.2,3402.810863733292,1
9e+99,True,1,9685db8c,2024-09-18_04-02-20,1726632140,99.90928554534912,99.90928554534912,145040,2cd7872e5e94,172.18.0.2,99.90928554534912,1
65319.08,True,1,554f61bf,2024-09-18_04-54-21,1726635261,3251.5745656490326,3251.5745656490326,132946,2cd7872e5e94,172.18.0.2,3251.5745656490326,1
65281.7,True,1,5e520130,2024-09-18_06-39-11,1726641551,3277.452111005783,3277.452111005783,440897,2cd7872e5e94,172.18.0.2,3277.452111005783,1
66821.66,True,1,7758ce03,2024-09-18_05-18-56,1726636736,4944.8556361198425,4944.8556361198425,6528,2cd7872e5e94,172.18.0.2,4944.8556361198425,1
66227.41,True,1,0def417c,2024-09-18_06-52-31,1726642351,3466.0567965507507,3466.0567965507507,500667,2cd7872e5e94,172.18.0.2,3466.0567965507507,1
65792.07,True,1,e9cfe7dd,2024-09-18_05-44-29,1726638269,6023.134927272797,6023.134927272797,192583,2cd7872e5e94,172.18.0.2,6023.134927272797,1
61217.67,True,1,199d7c19,2024-09-18_05-55-16,1726638916,3620.803861379624,3620.803861379624,254203,2cd7872e5e94,172.18.0.2,3620.803861379624,1
9e+99,True,1,4bee358d,2024-09-18_03-59-49,1726631989,97.64571976661682,97.64571976661682,55855,2cd7872e5e94,172.18.0.2,97.64571976661682,1
76903.86,True,1,2e43b8e4,2024-09-18_05-05-23,1726635923,4083.660726308823,4083.660726308823,23466,2cd7872e5e94,172.18.0.2,4083.660726308823,1
57690.39,True,1,c1b89dd4,2024-09-18_07-11-58,1726643518,3589.256237983704,3589.256237983704,576976,2cd7872e5e94,172.18.0.2,3589.256237983704,1
58818.01,True,1,99cc2b5d,2024-09-18_06-30-03,1726641003,3480.7932403087616,3480.7932403087616,385562,2cd7872e5e94,172.18.0.2,3480.7932403087616,1
65500.34,True,1,b761a974,2024-09-18_06-47-33,1726642053,3538.005868434906,3538.005868434906,464911,2cd7872e5e94,172.18.0.2,3538.005868434906,1
63542.51,True,1,ca3f08fe,2024-09-18_04-54-50,1726635290,3443.2488288879395,3443.2488288879395,26900,2cd7872e5e94,172.18.0.2,3443.2488288879395,1
62990.41,True,1,9fc39150,2024-09-18_04-56-10,1726635370,3563.125093460083,3563.125093460083,11551,2cd7872e5e94,172.18.0.2,3563.125093460083,1
9e+99,True,1,a5cf1ecc,2024-09-18_04-00-05,1726632005,91.25249576568604,91.25249576568604,75825,2cd7872e5e94,172.18.0.2,91.25249576568604,1
56974.51,True,1,cb228fc9,2024-09-18_06-38-00,1726641480,3200.518982410431,3200.518982410431,442903,2cd7872e5e94,172.18.0.2,3200.518982410431,1
59985.4,True,1,40fb3db8,2024-09-18_07-26-19,1726644379,4327.707178592682,4327.707178592682,587735,2cd7872e5e94,172.18.0.2,4327.707178592682,1
53905.98,True,1,ef3746f6,2024-09-18_04-46-29,1726634789,2964.92351770401,2964.92351770401,16759,2cd7872e5e94,172.18.0.2,2964.92351770401,1
99991.53,True,1,88411dd8,2024-09-18_05-20-18,1726636818,4947.526577234268,4947.526577234268,38433,2cd7872e5e94,172.18.0.2,4947.526577234268,1
57958.5,True,1,dd89083b,2024-09-18_07-23-44,1726644224,3215.5805897712708,3215.5805897712708,621240,2cd7872e5e94,172.18.0.2,3215.5805897712708,1
66318.62,True,1,a106bf03,2024-09-18_06-09-54,1726639794,3019.7773768901825,3019.7773768901825,349373,2cd7872e5e94,172.18.0.2,3019.7773768901825,1
65869.16,True,1,c47edb9e,2024-09-18_05-12-14,1726636334,4518.825310707092,4518.825310707092,14119,2cd7872e5e94,172.18.0.2,4518.825310707092,1
57115.02,True,1,9453bd2b,2024-09-18_06-11-13,1726639873,3041.030438899994,3041.030438899994,358475,2cd7872e5e94,172.18.0.2,3041.030438899994,1
9e+99,True,1,e68a7b67,2024-09-18_03-58-30,1726631910,99.24934315681458,99.24934315681458,12959,2cd7872e5e94,172.18.0.2,99.24934315681458,1
52462.2,True,1,8402f3e5,2024-09-18_07-28-48,1726644528,3042.68377828598,3042.68377828598,647210,2cd7872e5e94,172.18.0.2,3042.68377828598,1
