minimum,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
550.3059999999999,True,1,6d5930bc,2024-07-27_02-14-52,1722046492,5819.103396892548,5819.103396892548,649054,0ec314620528,172.18.0.2,5819.103396892548,1
517.3047700000001,True,1,3e7ea9dd,2024-07-27_01-09-05,1722042545,3510.9706070423126,3510.9706070423126,533090,0ec314620528,172.18.0.2,3510.9706070423126,1
584.3974999999999,True,1,8b800916,2024-07-26_22-50-10,1722034210,2069.9858083724976,2069.9858083724976,215370,0ec314620528,172.18.0.2,2069.9858083724976,1
559.35784,True,1,27c23b50,2024-07-26_22-24-01,1722032641,2903.3924946784973,2903.3924946784973,6965,0ec314620528,172.18.0.2,2903.3924946784973,1
558.9832,True,1,1c9fb654,2024-07-27_02-33-30,1722047610,6319.757917165756,6319.757917165756,692264,0ec314620528,172.18.0.2,6319.757917165756,1
9e+99,True,1,c1502f1e,2024-07-26_21-41-47,1722030107,338.6199450492859,338.6199450492859,19269,0ec314620528,172.18.0.2,338.6199450492859,1
538.7399,True,1,e909d2d3,2024-07-27_03-03-48,1722049428,9638.303029060364,9638.303029060364,582251,0ec314620528,172.18.0.2,9638.303029060364,1
513.6370999999999,True,1,7fb1e59a,2024-07-27_00-13-53,1722039233,3918.7726249694815,3918.7726249694815,363869,0ec314620528,172.18.0.2,3918.7726249694815,1
532.43018,True,1,5ac67590,2024-07-27_00-34-07,1722040447,6127.480723142624,6127.480723142624,312033,0ec314620528,172.18.0.2,6127.480723142624,1
525.76,True,1,52c5bcbf,2024-07-26_23-46-00,1722037560,7798.368770122528,7798.368770122528,16833,0ec314620528,172.18.0.2,7798.368770122528,1
519.6232,True,1,1327c86d,2024-07-27_01-15-35,1722042935,6758.854991197586,6758.854991197586,424074,0ec314620528,172.18.0.2,6758.854991197586,1
9e+99,True,1,abe44cc0,2024-07-26_21-49-54,1722030594,379.9025676250458,379.9025676250458,188622,0ec314620528,172.18.0.2,379.9025676250458,1
535.2373,True,1,1718076f,2024-07-27_00-29-59,1722040199,2636.084553956985,2636.084553956985,482848,0ec314620528,172.18.0.2,2636.084553956985,1
