minimum,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
206626.26,True,1,e3676294,2024-08-01_03-38-04,1722483484,3424.628981590271,3424.628981590271,463429,2acf28973327,172.18.0.2,3424.628981590271,1,
216361.35,True,1,bd7552ab,2024-08-01_02-30-23,1722479423,4276.632659435272,4276.632659435272,16443,2acf28973327,172.18.0.2,4276.632659435272,1,
218396.53000000003,True,1,45b5d46f,2024-08-01_02-34-44,1722479684,4517.304594039917,4517.304594039917,23518,2acf28973327,172.18.0.2,4517.304594039917,1,
204194.7,True,1,4d27bf9c,2024-08-01_04-29-54,1722486594,3796.916612148285,3796.916612148285,563557,2acf28973327,172.18.0.2,3796.916612148285,1,
214427.96,True,1,20e863b8,2024-08-01_03-31-51,1722483111,3394.873558998108,3394.873558998108,384785,2acf28973327,172.18.0.2,3394.873558998108,1,
207309.77,True,1,0b0c3b98,2024-08-01_02-25-12,1722479112,3999.4029109478,3999.4029109478,2899,2acf28973327,172.18.0.2,3999.4029109478,1,
217378.81000000003,True,1,5955e85e,2024-08-01_02-22-38,1722478958,3795.893316745758,3795.893316745758,22219,2acf28973327,172.18.0.2,3795.893316745758,1,
9e+99,True,1,a807de82,2024-08-01_01-27-21,1722475641,483.7686138153076,483.7686138153076,20492,2acf28973327,172.18.0.2,483.7686138153076,1,
200063.48,True,1,d2d026a7,2024-08-01_04-17-13,1722485833,3131.919060230255,3131.919060230255,551687,2acf28973327,172.18.0.2,3131.919060230255,1,
218229.1,True,1,01798bc2,2024-08-01_02-42-35,1722480155,5004.7781019210815,5004.7781019210815,18243,2acf28973327,172.18.0.2,5004.7781019210815,1,
217382.8,True,1,e4694e7d,2024-08-01_02-29-56,1722479396,4258.1443819999695,4258.1443819999695,13628,2acf28973327,172.18.0.2,4258.1443819999695,1,
9e+99,True,1,8983fb0f,2024-08-01_02-33-51,1722479631,605.1560142040253,605.1560142040253,245531,2acf28973327,172.18.0.2,605.1560142040253,1,
209738.24,True,1,de409101,2024-08-01_02-20-21,1722478821,3701.999597072601,3701.999597072601,6056,2acf28973327,172.18.0.2,3701.999597072601,1,
202372.14,True,1,3878ec2f,2024-08-01_03-24-59,1722482699,3610.25983452797,3610.25983452797,249120,2acf28973327,172.18.0.2,3610.25983452797,1,
205069.16,True,1,753d4b06,2024-08-01_03-29-05,1722482945,3687.146101474762,3687.146101474762,279121,2acf28973327,172.18.0.2,3687.146101474762,1,
231169.09,True,1,d0a44e4b,2024-08-01_02-40-57,1722480057,4897.117262363434,4897.117262363434,21640,2acf28973327,172.18.0.2,4897.117262363434,1,
209471.16,True,1,b829a6e6,2024-08-01_03-26-35,1722482795,3351.536363840103,3351.536363840103,324853,2acf28973327,172.18.0.2,3351.536363840103,1,
210579.11,True,1,654ba4b0,2024-08-01_03-33-54,1722483234,3600.5594124794006,3600.5594124794006,362938,2acf28973327,172.18.0.2,3600.5594124794006,1,
203683.69,True,1,a992bd48,2024-08-01_03-38-15,1722483495,3587.243988990784,3587.243988990784,433077,2acf28973327,172.18.0.2,3587.243988990784,1,
211776.19,True,1,86e03438,2024-08-01_04-25-30,1722486330,3311.740796804428,3311.740796804428,600878,2acf28973327,172.18.0.2,3311.740796804428,1,
207112.43,True,1,26943602,2024-08-01_02-25-05,1722479105,3983.9218406677246,3983.9218406677246,6676,2acf28973327,172.18.0.2,3983.9218406677246,1,
211540.27,True,1,94b976dd,2024-08-01_02-27-58,1722479278,4141.384471654892,4141.384471654892,13012,2acf28973327,172.18.0.2,4141.384471654892,1,
219389.45,True,1,6d7fa08d,2024-08-01_02-43-07,1722480187,4535.939845323563,4535.939845323563,200336,2acf28973327,172.18.0.2,4535.939845323563,1,
